review_id,post_title,review_datetime,review_overall,rating_ceo,rating_businessoutlook,rating_worklifebalance,rating_culture_values,rating_diversity_inclusion,rating_senior_leadership,rating_recommend_friend,rating_career_opport,rating_compensation_benefits,is_current_job,length_employment,employment_status,job_ending_year,pros,cons,advice,count_helpful,count_nothelpful,employer_reponses,language_id
46935761,"""Great job""",2021-05-14T06:00:38.313,4,"""APPROVE""","""POSITIVE""",1,3,4,3,"""POSITIVE""",3,5,false,9,"""REGULAR""",2018,Great pay\\r\\nGood benefits\\r\\nMany job options,Work life balance\\r\\nLong hours\\r\\nLots of last minute change creating extra work,"""Listen more to the operators""",0,0,[],"""eng"""
46912944,"""Good if you don’t mind casual work with minimal hours""",2021-05-13T15:57:21.467,4,"""NO_OPINION""","""NEUTRAL""",4,4,4,4,"""POSITIVE""",3,3,false,0,"""PART_TIME""",2021,"Job flexibility, nice co workers and managers, work quite easy","Hours getting pulled from you at short notice, no hours for month over Xmas.",null,0,0,[],"""eng"""
46897495,"""Internal System""",2021-05-13T09:52:12.953,3,"""APPROVE""","""POSITIVE""",2,3,5,3,"""POSITIVE""",5,3,true,9,"""REGULAR""",null,Nestle is a big organization which offers diversity and many opportunities for growth and development.,Internal structure and processes need a lot of improvement. We always revise what we do because of poor internal system.,"""Please hire external consultants to help in the improvement of the internal processes. Perhaps trust the employees more especially during this pandemic. Train people managers to become real coaches and leaders not just managers.""",0,0,[],"""eng"""
46882512,"""Not bad""",2021-05-13T04:28:22.107,3,null,null,4,4,4,3,null,3,3,false,0,"""REGULAR""",2020,"Great place for your first job, cultural people, comfy office, nice benefits","A lot of bureaucracy and useless evaluations, greedy HR department, easy to get bored, few learning opportunities",null,0,0,[],"""eng"""
46880988,"""-""",2021-05-13T03:37:35.530,5,null,null,0,0,0,0,null,0,0,false,0,"""REGULAR""",2020,Good working environment. Friendly colleagues. Working ethics are well concerned.,Big ships doesn\'t move that fast,null,0,0,[],"""eng"""
46876931,"""Nestle UK""",2021-05-13T00:56:15.423,4,"""APPROVE""","""POSITIVE""",4,4,4,3,"""POSITIVE""",3,5,true,6,"""REGULAR""",null,"Well paid, proactive company to work for","Development isn’t transparent enough, all roles are not advertised",null,0,0,[],"""eng"""
46874716,"""good benefit but not good work life balane""",2021-05-12T23:23:47.427,4,"""APPROVE""","""POSITIVE""",3,4,4,3,"""POSITIVE""",4,4,true,9,"""REGULAR""",null,Good benefit and team mates,"overload, very complex, work life balance",null,0,0,[],"""eng"""
46866306,"""Too basic""",2021-05-12T18:19:39.037,2,"""DISAPPROVE""","""NEGATIVE""",1,1,1,2,"""NEGATIVE""",3,2,true,0,"""REGULAR""",null,Good learning place as the work is loaded.,"Overload , time mangement is poor.",null,0,0,[],"""eng"""
46862325,"""Great team and culture""",2021-05-12T16:21:08.453,5,"""APPROVE""","""POSITIVE""",5,5,5,4,"""POSITIVE""",5,4,false,2,"""REGULAR""",2017,Very open and supportive friendly team,Many changes in the organization,"""Keep on supporting staff growth""",0,0,[],"""eng"""
46862307,"""Nothing special""",2021-05-12T16:17:02.367,3,"""APPROVE""","""NEUTRAL""",3,3,3,3,"""POSITIVE""",3,4,true,4,"""REGULAR""",null,"Great salary, big office, free food, well known, HMO","Workload, stressful, time management, toxic, pressure","""Balance""",0,0,[],"""eng"""
46855187,"""and related issues supporting these KPIs.""",2021-05-12T13:29:05.483,3,null,null,5,3,2,4,null,1,4,true,0,"""REGULAR""",null,"flexible hours, ok pay rate.","management needs improvement, long work hours",null,0,0,[],"""eng"""
46846090,"""GREAT BENEFITS""",2021-05-12T10:32:35.440,4,null,null,5,5,5,5,null,5,5,false,6,"""REGULAR""",2019,Amazing benefits and amazing people.,"A few hoops to go through to get an answer, like any large company.",null,0,0,[],"""eng"""
46845371,"""Disappointing""",2021-05-12T10:13:53.957,2,"""NO_OPINION""","""NEUTRAL""",2,1,1,1,"""NEGATIVE""",1,3,false,1,"""REGULAR""",2017,"Onsite store, safety standards not a lot of overtime","Minimal support, training. management ensure they look after themselves and ingore hard working staff","""No point they wouldn\'t take any notice""",1,0,[],"""eng"""
46827512,"""Sales and marketing""",2021-05-12T04:22:35.660,5,null,null,0,0,0,0,null,0,0,true,0,"""INTERN""",null,Good working environment for development,"No cons at all, good experience",null,0,0,[],"""eng"""
46823981,"""very good company""",2021-05-12T02:29:24.200,4,"""NO_OPINION""","""POSITIVE""",1,3,4,3,"""POSITIVE""",4,2,true,0,"""REGULAR""",null,"career opportunities, gender equality, good products","intense workload, very political environment, high competition",null,0,0,[],"""eng"""
46815898,"""why apply in nestle""",2021-05-11T21:39:15.990,4,null,null,2,5,5,5,null,5,3,true,2,"""REGULAR""",null,dynamic learning and diversity\\u002Finclusion\\u002Fa lot of career opportunities,little work life balance in general,null,0,0,[],"""eng"""
46808793,"""Nestle""",2021-05-11T18:09:31.530,5,"""NO_OPINION""","""NEUTRAL""",3,5,5,2,"""POSITIVE""",5,5,false,0,"""REGULAR""",2021,* Wonderful people\\r\\n*Great pay \\r\\n* 401K Benefits is great to have,*Need to start hiring more people for the Bakery\'s \\r\\n*Not enough people for the job\\r\\n*Terrible Manager,"""Needs improvement on management and employees as they suffer hiring new people.""",0,0,[],"""eng"""
46798199,"""Review""",2021-05-11T13:50:31.260,4,"""APPROVE""","""POSITIVE""",4,5,5,5,"""POSITIVE""",4,3,true,9,"""REGULAR""",null,Inclusive and progressive culture. Great recognition. Strong and talented leadership.,Salaries could be more competitive for loyal and performing employees,null,0,0,[],"""eng"""
46794226,"""Good Environment""",2021-05-11T12:32:53.147,5,"""APPROVE""","""POSITIVE""",4,4,4,4,"""POSITIVE""",5,4,true,20,"""REGULAR""",null,"Good Benefit, Good Environment, Good Management",Hard to get seniority on your position,null,0,0,[],"""eng"""
46791299,""".""",2021-05-11T11:50:16.977,3,null,null,0,0,0,0,null,0,0,true,0,"""REGULAR""",null,good brand name on CV and salary as compared to competitors,Improvement required in work life balance. Culture is quite rude,null,0,0,[],"""eng"""
46782629,"""Good""",2021-05-11T09:17:31.623,5,null,"""POSITIVE""",0,0,0,0,"""POSITIVE""",0,0,true,6,"""REGULAR""",null,Safe working environment\\r\\nProduct freebies for employees,Low salary increase\\r\\nNothing else other than mentioned above,null,0,0,[],"""eng"""
46782649,"""Production Technician""",2021-05-11T09:16:42.840,1,"""DISAPPROVE""","""POSITIVE""",0,0,0,0,"""POSITIVE""",0,0,false,6,"""REGULAR""",2018,Great benefits and decent pay,Long hours and rotating shifts,"""Treat people like people instead of just a number that is disposable""",0,0,[],"""eng"""
46776065,"""Worst management and HR I\'ve ever experienced""",2021-05-11T07:29:44.207,2,"""APPROVE""","""NEGATIVE""",4,1,2,1,"""NEGATIVE""",1,4,false,2,"""REGULAR""",2021,The salary is ok for a starting position considering the Portuguese standards and the work is easy.,"Unquilified and agressive managers, repetitive tasks, lack of attention from HR. No progression, biased performance evaluation and no recognition of merit. \\n\\nTem members\' opinion is totally ignored and never asked for.","""Take a degree, get to know people and learn the importance of saying good morning.""",4,0,[],"""eng"""
46773348,"""Good company""",2021-05-11T06:38:03.967,3,"""APPROVE""","""POSITIVE""",4,3,2,2,"""POSITIVE""",3,4,false,6,"""REGULAR""",2020,The company is international and well recognized,"It has too much hierarchy, and management was not good at keeping people motivated by reversing decisions from our direct managers.","""Treat your employees with more respect, and allow group leaders to have more autonomy""",0,0,[],"""eng"""
46742931,"""Evil""",2021-05-10T15:33:09.180,1,null,null,0,0,0,0,"""NEGATIVE""",0,0,false,0,"""REGULAR""",2021,None none none none none,Evil evil evil evil evil,null,0,0,[],"""eng"""
46739430,"""Genial""",2021-05-10T14:15:45.597,5,null,null,0,0,0,0,null,0,0,true,0,"""REGULAR""",null,"International, colleagues, training , leadership, support","None, Orbe , lower salaries,",null,0,0,[],"""eng"""
46736940,"""A""",2021-05-10T13:26:28.100,5,null,null,0,0,0,0,null,0,0,true,0,"""REGULAR""",null,There is Flexible work life balance,Very mundane work day to day,null,0,0,[],"""eng"""
46735521,"""Nestle""",2021-05-10T12:58:32.957,4,"""NO_OPINION""","""POSITIVE""",1,3,5,3,"""POSITIVE""",5,4,true,0,"""REGULAR""",null,Career growth and development\\r\\nShort term bonus \\r\\nTop employer benefits,Work life balance \\r\\nConflicting KPI \\r\\nMeetings,null,0,0,[],"""eng"""
46725970,"""I love Nestle""",2021-05-10T09:48:31.680,5,"""APPROVE""","""POSITIVE""",4,5,5,5,"""POSITIVE""",4,5,true,20,"""REGULAR""",null,Great camaraderie! Good leaders and benefits.,None that I can think of.,"""Keep up the good work.""",0,0,[],"""eng"""
46705567,"""Entry level role""",2021-05-10T02:10:46.427,2,null,null,0,0,0,0,null,0,0,false,0,"""REGULAR""",2021,Fun and exciting products to work with,"Pretty stagnant, not many learning opportunities.",null,0,0,[],"""eng"""
46693451,"""Great company to work for.""",2021-05-09T17:41:03.007,4,"""NO_OPINION""","""POSITIVE""",3,4,3,3,"""POSITIVE""",4,4,false,6,"""REGULAR""",2021,"Steady and secured, care of employees, good governance and focus on sustainability",Bureaucratic hierarchical and slow. Some people have been here for too long that they don\'t have a lot of motivation left. need to reignite\\u002Fgive them new spark which requires inspiring leadership.,"""Continue the focus on diversity and inclusion and sustainability. \\r\\n\\r\\nBetter focus on managing performance and putting capable people in leadership roles. Some management positions are kept for those who are within the network but they do not always possess functional and\\u002For leadership capabilities.""",0,0,[],"""eng"""
46688003,"""RD""",2021-05-09T13:32:37.613,3,null,null,0,0,0,0,null,0,0,true,0,"""REGULAR""",null,Large global company with numerous business units,Turnover is at a high rate,null,0,0,[],"""eng"""
46684847,"""Great company to work for""",2021-05-09T11:08:11.957,4,"""APPROVE""","""POSITIVE""",4,4,5,4,"""POSITIVE""",5,4,false,20,"""REGULAR""",2019,Good working atmosphere. Very diverse. Good salary. Great place to work and to make a career around the world with plenty of opportunities.,nothing negative to report at all,null,0,0,[],"""eng"""
46677113,"""Amazing people, lots of benefits""",2021-05-09T05:19:28.567,5,null,"""POSITIVE""",5,4,4,5,"""POSITIVE""",4,5,true,4,"""REGULAR""",null,"Amazing people, lots of benefits, remote work 2-3x a week, gym\\nHigh role complexity will get the best out of you","Periods of inactivity, late night meetings due to Eurocentric nature of the company. Nothing major though",null,0,0,[],"""eng"""
46661449,"""Sales and Marketing""",2021-05-08T12:32:40.300,5,"""NO_OPINION""","""POSITIVE""",5,5,5,5,"""POSITIVE""",5,5,false,1,"""INTERN""",2020,Good work ethic and work environment,Good amount of work load,null,0,0,[],"""eng"""
46656613,"""Great management teams""",2021-05-08T09:06:20.683,5,"""APPROVE""","""POSITIVE""",5,4,5,5,"""POSITIVE""",5,4,false,0,"""REGULAR""",2021,Pay\\r\\nHours\\r\\nWork team\\r\\nWork tasks\\r\\nPersonal little work area,"It was an overall nice job, nothing negative.",null,0,0,[],"""eng"""
46635451,"""Commercial Planning""",2021-05-07T15:56:20.957,5,null,null,0,0,0,0,null,0,0,true,0,"""REGULAR""",null,Nestle is a very good company.,I don\'t find any cons in Nestle,null,0,0,[],"""eng"""
46633537,"""Shift Tech""",2021-05-07T14:47:14.670,3,"""NO_OPINION""","""NEUTRAL""",4,2,3,2,"""POSITIVE""",3,5,true,0,"""REGULAR""",null,Good Pay and holiday entitlement,Difficult shift pattern and manufacturing is relocating,null,0,0,[],"""eng"""
46622396,"""Good company, hard working spa""",2021-05-07T10:11:19.740,5,"""APPROVE""","""POSITIVE""",1,5,5,1,"""POSITIVE""",1,5,true,0,"""REGULAR""",null,Food bonus\\r\\nTransport bonus\\r\\nHome office\\r\\nFlexible hours to work,Many things to improve as a company,null,0,0,[],"""eng"""
46609035,"""Fantastic job""",2021-05-07T05:11:20.047,5,null,null,4,5,5,5,"""POSITIVE""",5,4,true,0,"""REGULAR""",null,"Fantastic place to work at, a lot of possibilities to grow and thrive in, very helpful and professional people, not bad salary.",The average salary and the workload.,null,0,0,[],"""eng"""
46582343,"""Great team culture""",2021-05-06T14:13:25.903,5,null,null,5,5,5,4,"""POSITIVE""",5,4,true,6,"""REGULAR""",null,"Good senior leadership, good perks and good culture","Slow pace of working, government like",null,0,0,[],"""eng"""
46562208,"""Steady career""",2021-05-06T07:30:06.310,4,null,null,0,0,0,0,null,0,0,false,0,"""REGULAR""",2019,Always new opportunities to grow,sometimes lack of vision from Mgmt,null,0,0,[],"""eng"""
46545534,"""Intern Review""",2021-05-05T23:18:45.360,5,"""APPROVE""","""POSITIVE""",5,5,5,5,"""POSITIVE""",5,5,false,1,"""INTERN""",2018,"Face Paced Environment, Very Helpful","No guidance, Low Salary for Intern",null,0,0,[],"""eng"""
46538819,"""Insanity""",2021-05-05T19:28:24.637,3,"""APPROVE""","""POSITIVE""",2,1,2,1,"""NEGATIVE""",3,5,true,2,"""REGULAR""",null,Good pay and benefits\\nPeople are nice,this company is the most insane I have ever worked at. They are constantly changing their mind and no one can make a decision,"""make decisions and stick to them""",1,0,[],"""eng"""
46527215,"""Very good.""",2021-05-05T13:58:40.053,5,"""APPROVE""","""POSITIVE""",3,4,4,4,"""POSITIVE""",5,3,true,4,"""REGULAR""",null,"Very good place to gain experience, to grow and become better at what you do.",Stress and preassure to deliver growth.,null,0,0,[],"""eng"""
46512599,"""Engineer""",2021-05-05T09:17:58.003,5,"""APPROVE""","""NEUTRAL""",1,5,5,5,"""POSITIVE""",5,5,false,0,"""REGULAR""",2019,"Company provide budget for improvement works, maintenance works and CAPEX",Too much Whatsapps message after office hour,null,0,0,[],"""eng"""
46501351,"""Good career progression, Security""",2021-05-05T05:46:09.897,4,"""APPROVE""","""POSITIVE""",2,5,5,4,"""POSITIVE""",5,3,true,20,"""REGULAR""",null,Security\\r\\nGood career progression\\r\\nStong corporate values\\r\\nStrong brands,Life balance in mainly in Finance,null,0,0,[],"""eng"""
46492350,"""Nice job""",2021-05-05T01:26:11.743,4,"""NO_OPINION""","""NEUTRAL""",4,4,4,3,"""POSITIVE""",4,4,true,2,"""REGULAR""",null,Faster Promotion. Free food in canteen,Lack of contact with upper level of management,null,0,0,[],"""eng"""
46489430,"""Great""",2021-05-04T23:37:02.797,5,null,null,0,0,0,0,null,0,0,true,2,"""REGULAR""",null,It\'s great to work here.,I wish I was elsewhere.,null,0,0,[],"""eng"""
46488060,"""Excellent opportunity""",2021-05-04T22:42:48.347,4,"""APPROVE""","""POSITIVE""",5,5,5,5,"""POSITIVE""",5,5,false,1,"""PART_TIME""",2020,the branding of the company,the experience was rather theoretical,"""correspondence should be better""",0,0,[],"""eng"""
46485960,"""All""",2021-05-04T21:28:36.663,3,"""NO_OPINION""","""POSITIVE""",4,4,5,3,"""POSITIVE""",3,4,true,0,"""REGULAR""",null,Job is not very strenuous,Pay is not competitive in the job market,"""You need to make competitive with other job opportunities in the area. If you fail to do this more experienced workers will continue to leave.""",0,0,[],"""eng"""
46480799,"""Decent Pay, Long Hours, No Room To Move Up""",2021-05-04T18:43:44.803,2,"""DISAPPROVE""",null,1,1,2,3,"""NEGATIVE""",2,3,false,4,"""REGULAR""",2020,- Decent Pay\\n- Overtime\\n- Good Benefits,"- Workload dictated if you could get days off - INCLUDING requesting your own regular days off\\n\\n- Worked 6 days a week every week of the year because of so much overtime - you might think this is good, but this leads to burnout because most people only did one job for years - yes, years! \\n\\n- Point system is VERY strict. You receive points for leaving work for any reason \\n,no matter the excuse. Example of this: You are at work and halfway during the day you get a heart attack; the ambulance comes and picks you up and you stay in the hospital for days. This results in a point even with a doctors excuse. (this actually happened to an employee there).\\n\\nThat said - Strict policies, high numbers, and no balance of life. The company thinks you owe them your life. At some point, money does not become a priority anymore.","""Management at Nestle could do better by showing empathy for their people. Treat people like people rather than a number. If you take care of your people then the same will be received back.""",1,0,[],"""eng"""
46480158,"""bagus""",2021-05-04T18:16:23.217,3,null,"""POSITIVE""",3,3,3,3,"""POSITIVE""",3,3,true,0,"""REGULAR""",null,"gaji kompetitif, tunjangan, lingkungan kerja,budaya kerja, manajemen perusahaan","it feels hard at the beginning because nestle have some of business unit and you have to know how the business run. But in the end, if you need something, there\'s always someone will help you trough it",null,0,0,[],"""eng"""
46474288,"""Great Workplace, Better People""",2021-05-04T15:43:05.673,5,"""APPROVE""","""POSITIVE""",4,5,5,4,"""POSITIVE""",5,4,false,0,"""REGULAR""",2021,Good learning experience and good culture,Pay is not too great,null,0,0,[],"""eng"""
46472460,"""Digital Hub""",2021-05-04T15:01:09.203,5,"""NO_OPINION""","""POSITIVE""",5,5,5,4,"""POSITIVE""",5,4,true,0,"""REGULAR""",null,"International, Techie, Nice people, great HHRR","Big company, compliance and processes",null,0,0,[],"""eng"""
46466987,"""Well paid, high workload""",2021-05-04T13:04:32.893,4,"""APPROVE""","""POSITIVE""",2,3,3,3,"""POSITIVE""",5,5,true,2,"""REGULAR""",null,Highly motivated team with good pay,"High workload, work\\u002Flife balance should be improved",null,0,0,[],"""eng"""
46465495,"""Great company""",2021-05-04T12:37:55.700,5,null,null,0,0,0,0,null,0,0,true,0,"""REGULAR""",null,Number one food and beverage company in the world,Great experience and many skills to learn from colleagues,null,0,0,[],"""eng"""
46452123,"""Good Employer""",2021-05-04T08:37:07.347,4,"""APPROVE""","""POSITIVE""",3,3,4,4,"""POSITIVE""",2,4,true,0,"""REGULAR""",null,A competitive Wage and Pension,Nothing for me really no,null,0,0,[],"""eng"""
46449869,"""Great company""",2021-05-04T07:58:19.050,5,"""APPROVE""","""POSITIVE""",5,5,5,5,"""POSITIVE""",5,5,true,4,"""PART_TIME""",null,"Good management, great pay, good work life balance","Long hours standing, can be quiet",null,0,0,[],"""eng"""
46418702,"""Challenging role""",2021-05-03T16:32:19.803,4,"""APPROVE""","""POSITIVE""",2,4,3,3,"""POSITIVE""",4,3,true,0,"""REGULAR""",null,Interact with various function; stretch your capabilities; full- scope HR work; high-matrixed organization and high performance work team,Long hours; high-matrixed organization with many levels which slows flexibility and decision-making at times,null,0,0,[],"""eng"""
46418072,"""Pros and cons""",2021-05-03T16:11:14.620,3,"""NO_OPINION""","""NEUTRAL""",2,2,5,2,"""POSITIVE""",4,4,true,20,"""REGULAR""",null,Very good pay and benefits,Work\\u002Flife balance can become hard to maintain. Slow moving at times due to size. Company is so big that standards written at corporate are often difficult to apply.,"""Put people first.  Happy employees make better products.""",0,0,[],"""eng"""
46412651,"""8yrs workung at nestle and very good company to work for""",2021-05-03T14:04:19.917,5,"""APPROVE""","""POSITIVE""",3,4,0,3,"""POSITIVE""",4,4,true,9,"""REGULAR""",null,"Benefits, medical, providend fund, 13th cheque, increases",Spend most of your time at work,"""Boiler house is the heart of any factory and should be treated as one""",0,0,[],"""eng"""
46402112,"""Good""",2021-05-03T10:26:13.917,5,null,null,0,0,0,0,null,0,0,true,0,"""INTERN""",null,"work-life balance, friendly colleague and boss","low salary, less exposure to the other industries","""be more effective""",0,0,[],"""eng"""
46401373,"""Administrative""",2021-05-03T10:10:42.880,3,null,null,0,0,0,0,null,0,0,true,0,"""REGULAR""",null,"Excellent, energetic, enjoyable, integrity and interesting",All in all improvement is necessary to keep getting best results,null,0,0,[],"""eng"""
46400803,"""good""",2021-05-03T10:04:41.247,5,"""APPROVE""","""POSITIVE""",3,5,5,4,"""POSITIVE""",5,3,true,4,"""REGULAR""",null,Great Opportunities to grow cross functionally,Due to covid work loads have increased but that would not be company specific,null,0,0,[],"""eng"""
46398608,"""Nestle""",2021-05-03T09:18:49.707,4,"""APPROVE""","""POSITIVE""",3,5,4,3,"""POSITIVE""",3,4,true,9,"""REGULAR""",null,"Open communication channel, takes good care of employees","Career path not properly defined, many hierarchy level to move forward","""To define properly the career path""",0,0,[],"""eng"""
46379461,"""Engineering Executive Intern""",2021-05-03T00:02:32.890,5,"""APPROVE""","""POSITIVE""",5,5,5,5,"""POSITIVE""",5,5,false,1,"""INTERN""",2020,Good environment and benefits. Friendly employess.,Independent at work is a must.,null,0,0,[],"""eng"""
46367158,"""Workplace ethics""",2021-05-02T14:43:58.923,3,null,null,0,0,0,0,null,0,0,false,0,"""REGULAR""",2019,The company presents with good opportunities,There is a a lot of work required on the part of HR training and practises,null,0,0,[],"""eng"""
46359076,"""A company with diversified portfolio and steady performance, however below par growth compared to peer companies""",2021-05-02T09:08:34.910,3,null,"""POSITIVE""",2,3,2,2,"""POSITIVE""",3,2,true,20,"""REGULAR""",null,System and process driven work culture. Stability in job. Different profiles are available for comprehensive grooming.,Minimal opportunities and slow speed of career growth. Difficult to access global opportunities.,"""Facilitate a more professional and feedback based work culture.""",0,0,[],"""eng"""
46351161,"""Safety officer""",2021-05-02T01:51:35.917,4,null,null,0,0,0,0,null,0,0,false,0,"""REGULAR""",2020,Best and accommodating place to be,It\'s tedious place to be too,null,0,0,[],"""eng"""
46348516,"""Great place""",2021-05-01T22:37:58.177,4,null,null,0,0,0,0,null,0,0,false,2,"""REGULAR""",2018,You will enjoy working in a challenging environment,None that i know of at the moment,"""More bonuses""",0,0,[],"""eng"""
46341461,"""Honest""",2021-05-01T14:59:59.697,3,"""NO_OPINION""","""POSITIVE""",1,2,3,2,"""POSITIVE""",3,3,true,0,"""REGULAR""",null,Good pay. Great insurance. Close to my house,Zero chance for advancement. 12 hour shifts,null,0,0,[],"""eng"""
46336727,"""Good food, good life""",2021-05-01T11:07:25.203,5,"""APPROVE""","""POSITIVE""",4,5,5,4,"""POSITIVE""",5,3,true,20,"""REGULAR""",null,Good company values and great business.,Low base pay for a mid management level. Professional growth is slow.,null,0,0,[],"""eng"""
46319301,"""f""",2021-04-30T20:03:06.480,5,null,null,0,0,0,0,null,0,0,true,0,"""REGULAR""",null,good nice cool people great,"work a lot of hours Avg pay, advancement slower",null,0,0,[],"""eng"""
46303480,"""Great first job opportunity""",2021-04-30T11:01:59.880,4,null,null,0,0,0,0,null,0,0,false,2,"""REGULAR""",2017,Work life balance\\r\\nFriendly Management\\r\\nCompany culture,Not a lot of responsibilities,null,0,0,[],"""eng"""
46252722,"""Large corporation with strong people values and many opportunities""",2021-04-29T11:00:53.060,4,"""APPROVE""","""POSITIVE""",4,5,5,4,"""POSITIVE""",5,4,true,9,"""REGULAR""",null,"Work life balance, international opportunities, robust processes",Less agile and slower to adopt new cutting edge technology,null,0,0,[],"""eng"""
46250245,"""business""",2021-04-29T10:07:48.147,5,"""APPROVE""","""POSITIVE""",5,5,5,5,"""POSITIVE""",5,5,true,0,"""INTERN""",null,high salary that satisfied me,need to work very hard,null,0,0,[],"""eng"""
46246185,"""A great place to work""",2021-04-29T09:01:47.033,4,null,null,0,0,0,0,null,0,0,true,0,"""REGULAR""",null,Great organisation to learn and develop most sort after skills in the industry,Getting promotion may take a while.,null,0,0,[],"""eng"""
46243301,"""Good Company to Work with""",2021-04-29T08:11:21.647,4,"""NO_OPINION""","""POSITIVE""",2,5,5,4,"""POSITIVE""",4,5,false,6,"""REGULAR""",2017,"Support from Management, Employee oriented company",Growth is slow in the company,"""None""",0,0,[],"""eng"""
46237131,"""good company""",2021-04-29T06:20:42.147,4,"""APPROVE""","""POSITIVE""",3,4,3,4,"""POSITIVE""",4,2,false,4,"""REGULAR""",2017,less salary as per market,best for females very safe for them,null,0,0,[],"""eng"""
46226548,"""Best company to learn the fundamentals""",2021-04-29T01:12:42.707,4,"""APPROVE""","""POSITIVE""",3,4,4,4,"""POSITIVE""",3,3,true,2,"""REGULAR""",null,Employe oriented company.\\r\\nOrg respects your decision,Could promote more Internal job posting.\\r\\nCould also bit focus on Market correction,null,0,0,[],"""eng"""
46225214,"""Great place to learn Brand""",2021-04-29T00:26:23.717,4,"""NO_OPINION""","""POSITIVE""",4,4,4,3,"""POSITIVE""",4,3,true,6,"""REGULAR""",null,Well designed brand with long history\\nWell established system worldwide for deploying global strategy,Not agile and not flexible at local level for compliance,"""Listen to the voice from small countries""",0,0,[],"""eng"""
46217290,"""Great Company to work for...""",2021-04-28T20:02:47.173,5,null,null,3,5,5,5,null,4,5,true,0,"""REGULAR""",null,Great staff benefits \\r\\nGood company culture \\r\\nJob security,"High pressure environment, can be quite demanding if you don\'t know how to manage your time!",null,0,0,[],"""eng"""
46193591,"""Nestle PH Internship""",2021-04-28T11:03:53.247,5,null,null,5,5,5,5,"""POSITIVE""",5,5,false,1,"""REGULAR""",2019,- full ownership of projects\\r\\n- good exposure to different commercial functions\\r\\n- solid mentorship from senior managers\\r\\n- fun and competitive environment\\r\\n- opportunity to join consumer immersions,- outdated resources for interns (laptop\\u002Fdesktop),null,0,0,[],"""eng"""
46185258,"""Growth""",2021-04-28T08:41:02.417,4,null,null,0,0,0,0,null,0,0,false,0,"""INTERN""",2017,"Gain a lot of Experience, salary is okay",A Lot of work need to accomplish,null,0,0,[],"""eng"""
46183193,"""Great company to work for""",2021-04-28T08:07:05.130,4,null,null,5,4,3,4,null,4,4,true,0,"""REGULAR""",null,They take good care of their employees,Sometimes a bid conservative in way of working,null,0,0,[],"""eng"""
