review_id,post_title,review_datetime,review_overall,rating_ceo,rating_businessoutlook,rating_worklifebalance,rating_culture_values,rating_diversity_inclusion,rating_senior_leadership,rating_recommend_friend,rating_career_opport,rating_compensation_benefits,is_current_job,length_employment,employment_status,job_ending_year,pros,cons,advice,count_helpful,count_nothelpful,employer_reponses,language_id
17137255,"""CSL""",2017-10-03T01:14:54.750,2,"""DISAPPROVE""","""NEGATIVE""",4,1,0,3,"""NEGATIVE""",1,3,false,20,null,2017,"Nice colleagues, good work\\u002Flife balance, exciting projects (in theory)","No long-term vision, no support from upper management","""Listen to people""",0,0,[],"""eng"""
15991020,"""associate professor""",2017-07-20T09:35:08.050,2,"""NO_OPINION""","""NEUTRAL""",3,2,0,3,null,2,2,true,0,"""REGULAR""",null,"permanent employment, flexibility, work life balance","low salary, low valorisation, non bobuses","""competitive salaries""",0,0,[],"""eng"""
14811597,"""Phd researcher""",2017-04-27T05:49:27.177,4,"""APPROVE""","""NEUTRAL""",5,4,0,4,"""POSITIVE""",4,5,true,0,"""REGULAR""",null,"I\'ve been working at Sart-Tilman campus, which is very quiet and is surrounded by nature. My research team provided me a all the resources in terms of hardware as well as a great salary (for EU standards).","Not a \\""top university\\"" in the world rankings.","""Solve the public transportation problem: lack of buses and lines to the Sart-Tilman campus.""",0,0,[],"""eng"""
14529891,"""Good experience""",2017-04-07T02:55:05.313,4,null,null,0,0,0,0,null,0,0,false,0,"""PART_TIME""",2015,"Good salary, formation, good in a CV, responsibility.","Time consuming, exigent, paper work.",null,0,0,[],"""eng"""
12658678,"""Liked working at ULg""",2016-11-14T03:09:12.257,3,null,null,5,4,0,2,null,1,3,false,0,null,2015,"- Flexible time\\r\\n- Challenging job\\r\\n- Varied tasks: Teaching, managing research projects, event coordination, communication…\\r\\n- Travelling",- Not well connected by public transportation\\r\\n- Difficult to go from postdoc to permanent position\\r\\n- Slowness of academia,"""Since postdocs are the major workforce of the University, with PhD candidates, allow them to better transition to other jobs when academia is not an option due to budget.""",0,0,[],"""eng"""
12484847,"""Student Asssistant""",2016-10-28T11:03:45.627,5,"""APPROVE""","""NEUTRAL""",5,3,0,5,"""POSITIVE""",2,4,false,0,null,2016,God job with student contact. Only 50h per year,No cons. Just take time during your study,null,0,0,[],"""eng"""
11394453,"""2 year researcher experience review""",2016-07-29T07:43:25.353,5,null,null,3,2,0,2,null,3,4,true,0,null,null,"Good location, positive people, good salary","Infrastructure should be improved, certain software licenses are not easily available, International journals viewing is difficult",null,0,0,[],"""eng"""
5777385,"""Good""",2015-01-26T07:06:36.310,4,null,"""POSITIVE""",4,5,0,4,"""POSITIVE""",3,5,true,4,"""REGULAR""",null,"Good management, nice set-up and highly recommended",Nothing as such. I find it nice working here,"""Keep it up""",0,0,[],"""eng"""
3841895,"""Nice Research Univeristy""",2014-03-10T02:30:38.853,5,null,null,0,0,0,0,"""POSITIVE""",0,0,true,0,null,null,Active research program. Friendly and supportive professors.,A little small so some things like the machine shop may take a long time for your order.  Cafeteria and buses are crowded.,null,0,0,[],"""eng"""
2565011,"""PhD thesis and teaching assistantship""",2013-04-16T02:41:22.027,4,null,"""NEUTRAL""",5,4,0,2,"""POSITIVE""",3,4,true,4,"""REGULAR""",null,Good university\\r\\nFinancial help to partly do research abroad,Difficulty to access expensive equipment,null,0,0,[],"""eng"""
