review_id,post_title,review_datetime,review_overall,rating_ceo,rating_businessoutlook,rating_worklifebalance,rating_culture_values,rating_diversity_inclusion,rating_senior_leadership,rating_recommend_friend,rating_career_opport,rating_compensation_benefits,is_current_job,length_employment,employment_status,job_ending_year,pros,cons,advice,count_helpful,count_nothelpful,employer_reponses,language_id
68208300,"""Amazing""",2022-08-22T14:48:29.927,5,"""APPROVE""","""POSITIVE""",5,5,5,4,"""POSITIVE""",5,5,true,1,"""REGULAR""",null,"Team members and environment, installation and office",Salary rise over time within the company,"""Amazing job, must continue with great job""",0,0,[],"""eng"""
68202770,"""Good Pay""",2022-08-22T12:25:06.847,3,null,null,2,3,2,1,"""NEGATIVE""",5,5,false,2,"""REGULAR""",2022,Promotes from within. Good pay.,"Management is horrible. Disrespectful, and favoritism.","""Focus on team leads and how they treat people.""",0,0,[],"""eng"""
68201596,"""Decent""",2022-08-22T11:57:44.070,4,null,null,4,4,4,4,null,4,4,true,1,"""REGULAR""",null,"Decent benefits, the standard, health, dental and possibility to buy discounted nestle products.","Very demanding and competitive, need to pick up details of a complex business.",null,0,0,[],"""eng"""
68197234,"""It\'s good to work there""",2022-08-22T10:21:02.137,5,"""APPROVE""","""POSITIVE""",4,5,5,4,"""POSITIVE""",5,5,false,1,"""INTERN""",2022,Positive environment in the organization,Nothing is wrong in this company,"""Should offer intern a position in a company""",0,0,[],"""eng"""
68185487,"""Nestle is awesome""",2022-08-22T05:55:25.090,5,"""APPROVE""","""POSITIVE""",5,5,5,5,"""POSITIVE""",5,5,false,0,"""REGULAR""",2022,It was my first experience in such a huge company. And it was awesome.,Unfortunately I was employed in Ukraine. And there was no possibility to work from Ireland.,null,0,0,[],"""eng"""
68184972,"""Good workplace to start a career""",2022-08-22T05:42:25.353,4,"""NO_OPINION""","""NEUTRAL""",3,3,4,3,"""POSITIVE""",3,4,true,6,"""REGULAR""",null,-Location wise\\n-Best in the food manufacturing industry\\n-Good foundation for fresh graduates\\n-Cares about employees’ health e.g. HMO up to 4 children,-Stagnant career growth\\n-Employee engagement is not visible,"""I hope we could have an active communication from top to bottom management. Will greatly appreciate it.""",0,0,[],"""eng"""
68166510,"""Average""",2022-08-21T15:21:42.507,3,null,null,0,0,0,0,null,0,0,false,2,"""REGULAR""",2019,Growth opportunities for the future,Some bosses were not nice,null,0,0,[],"""eng"""
68166456,"""Customer Solutions Analyst""",2022-08-21T15:20:20.033,4,null,"""POSITIVE""",2,4,4,4,"""POSITIVE""",4,3,true,0,"""REGULAR""",null,"Nice culture, helpful mangers.\\nOpportunities to grow.",Not a lot of work like balance.\\nPay not that great compared to the amount of work you put in.,null,0,0,[],"""eng"""
68156424,"""World largest food and beverage company""",2022-08-21T06:20:48.593,3,"""APPROVE""","""POSITIVE""",4,2,2,1,"""POSITIVE""",5,3,true,0,"""REGULAR""",null,Strong brands\\nSustainability of growth\\nStability\\nHigh salary\\nReputation,Conservative\\nLow efficiency\\nCost increase of raw material\\nKorean style\\nSales dependency,"""please evaluate fairly""",0,0,[],"""eng"""
68155203,"""Good Company Culture""",2022-08-21T05:06:34.297,4,"""APPROVE""","""NEUTRAL""",3,4,4,3,"""POSITIVE""",3,4,true,0,"""REGULAR""",null,- Good Benefits Offer\\n- Excellence Working Culture\\n-,- Lack of educational upgrading\\u002Fskills certification,null,0,0,[],"""eng"""
68155113,"""Bureaucracy but great people to work with""",2022-08-21T04:57:35.327,4,null,"""POSITIVE""",5,4,4,4,"""POSITIVE""",3,3,true,9,"""REGULAR""",null,- good people and culture\\r\\n- great brands \\r\\n- local control marketing \\r\\n- great training ground\\r\\n- lots of cross categories and functional opportunities,- can be bureaucratic \\r\\n- slower advancement,null,0,0,[],"""eng"""
68146954,"""solid marketing skillset learning, suitable for the candidate who is ambitious in career development""",2022-08-20T17:45:16.940,4,null,null,1,3,3,3,null,5,5,true,2,"""REGULAR""",null,solid marketing skillset learning\\r\\ncompetitive employee benefits and salary ( in Taiwan),"long working time, no work-life balance \\r\\nhigh pressure environment ( agility is a MUST)",null,0,0,[],"""eng"""
68138005,"""Good environment""",2022-08-20T08:41:33.913,3,null,null,3,4,4,3,null,4,3,true,4,"""REGULAR""",null,Great culture and diversity across all levels.,Work life Balance and bad boss.,null,0,0,[],"""eng"""
68130530,"""internship at nestle""",2022-08-20T00:49:43.710,5,null,null,0,0,0,0,null,0,0,false,1,"""INTERN""",2022,It is a good opportunity for undergraduates,Work hours are not suitable,null,0,0,[],"""eng"""
68128640,"""Cereal partner""",2022-08-19T22:47:00.840,4,"""APPROVE""","""POSITIVE""",4,4,4,4,"""POSITIVE""",3,4,true,0,"""REGULAR""",null,"Good schedules flexibility, medium pressure    , good pillars","Carrer Opportunities low , salariés not super high",null,0,0,[],"""eng"""
68126503,"""Great company""",2022-08-19T20:25:29.760,5,"""APPROVE""","""POSITIVE""",5,5,5,5,"""POSITIVE""",5,5,true,6,"""REGULAR""",null,Love everything about the comoant,"Don’t dislike anything, it’s all great",null,0,0,[],"""eng"""
68085336,"""No worklife balance""",2022-08-18T17:27:29.657,3,"""APPROVE""","""POSITIVE""",1,3,5,4,"""NEGATIVE""",2,4,true,0,"""REGULAR""",null,"Good employee benefits , best in class operating tools.","No work life balance, if u are working for Nestle than you have to be available 24*7.",null,0,0,[],"""eng"""
68070462,"""Maintenance Planner""",2022-08-18T10:14:37.353,5,"""APPROVE""","""POSITIVE""",5,5,5,5,"""POSITIVE""",5,5,true,9,"""REGULAR""",null,"Great NGPM, good pay , good life",career growth is somehow slow,null,0,0,[],"""eng"""
68070417,"""Work Structure in Nestle Nigeria""",2022-08-18T10:13:23.877,5,"""APPROVE""","""POSITIVE""",4,5,4,4,"""POSITIVE""",4,3,false,4,"""REGULAR""",2022,"A great place to work! Good team members, solid structure and good benefits",Salary may be average until you become a senior manager,null,0,0,[],"""eng"""
68008095,"""GREAT PLACE""",2022-08-17T04:42:46.243,4,"""APPROVE""","""POSITIVE""",3,4,4,4,"""POSITIVE""",4,4,true,0,"""REGULAR""",null,The people are good and become like family,2-2-3 schedule you work every other weekend.,null,0,0,[],"""eng"""
68005975,"""Great Work Culture""",2022-08-17T03:34:45.900,5,null,null,0,0,0,0,null,0,0,false,1,"""INTERN""",2022,The company had a great and flexible work culture for its interns. The work was intellectually stimulating and the mentors were very helpful throughout the project.,The work was online due to the pandemic.,null,0,0,[],"""eng"""
67999456,"""A good company to start a career.""",2022-08-16T23:31:53.400,4,null,null,4,5,3,4,"""POSITIVE""",5,3,true,2,"""REGULAR""",null,"A possibility to do complex work, grow and develop within the company. Existing culture of giving recognitions for a good job. A lot of webinars and events for employees.",A tonne of responsibilities for a relatively small salary.,null,0,0,[],"""eng"""
67994754,"""Great Place to work""",2022-08-16T20:14:38.213,5,null,null,0,0,0,0,null,0,0,false,0,"""INTERN""",2018,People are very friendly and helpful,They are quite busy sometimes.,null,0,0,[],"""eng"""
67949490,"""afaf""",2022-08-15T21:46:25.053,5,"""APPROVE""","""POSITIVE""",5,5,5,5,"""POSITIVE""",5,5,true,2,"""REGULAR""",null,good job to work at nestle,too much approval process at nestle,null,0,0,[],"""eng"""
67947335,"""Great""",2022-08-15T20:12:17.350,5,null,null,0,0,0,0,null,0,0,false,0,"""REGULAR""",2022,Great place to work in,Nothing to say about cons,null,0,0,[],"""eng"""
67928296,"""A good company to work""",2022-08-15T10:57:04.417,5,"""APPROVE""","""POSITIVE""",3,4,5,4,"""POSITIVE""",5,4,false,6,"""REGULAR""",2022,"You get a lot of resources from all around the world (Training, support, analysis, etc.)",Long working hours\\nThere is a lot of bureaucracy to implement any project,"""Evaluate carefully any project before doing any big investment. More training to the technicians""",0,0,[],"""eng"""
67913604,"""Excellent Company to work for""",2022-08-15T03:49:27.420,5,null,null,0,0,0,0,null,0,0,true,0,"""REGULAR""",null,Excellent Company to work for,None that are relevant here,null,0,0,[],"""eng"""
67909015,"""Satisfactory""",2022-08-14T23:19:17.633,3,"""NO_OPINION""","""NEUTRAL""",5,3,1,1,"""POSITIVE""",3,5,true,2,"""REGULAR""",null,-Good work life balance\\r\\n-Generous leaves (maternity &amp; paternity)\\r\\n-Strong brand value\\r\\n-Fair compensation (at par or slightly above industry standard),"-Very behind in technology and senior leader are not concerned about this so much because of they believe sales will come in because of strong brand value\\r\\n-Use of ancient software, lack of innovation when it comes to using technology to improve.\\r\\n-Very poor data infrastructure\\r\\n-Project take forever to execute because of multiple layers of decision making. Not agile.\\r\\n-Not intellectually stimulating. Lot of the work is just filling up templates and reports.",null,0,0,[],"""eng"""
67904328,"""Internship""",2022-08-14T18:45:04.150,3,null,null,0,0,0,0,null,0,0,false,0,"""INTERN""",2022,"Good team members, Good supervisors","Working virtually, no office experience",null,0,0,[],"""eng"""
67900859,"""Great place to work""",2022-08-14T15:19:56.963,5,null,null,5,5,5,5,null,5,5,true,0,"""REGULAR""",null,"There is trust, Clarity and Respect for all employees.",There is none for now.,null,0,0,[],"""eng"""
67891904,"""DO NOT WORK HERE""",2022-08-14T06:42:14.187,1,"""APPROVE""","""NEGATIVE""",1,1,1,1,"""NEGATIVE""",1,1,true,4,"""REGULAR""",null,Clocking out to go home,"Everything, this place is ridiculous they treat you like a robot. And you better not be a temp employee !! You\'ll do all the work while they just sit.",null,1,0,[],"""eng"""
67884131,"""Good""",2022-08-13T20:11:20.820,4,null,null,0,0,0,0,null,0,0,true,0,"""PART_TIME""",null,Very good management and salary,You will have a good progress.,null,0,0,[],"""eng"""
67884135,"""Internship""",2022-08-13T20:10:16.040,4,"""APPROVE""","""POSITIVE""",3,3,4,3,"""POSITIVE""",4,5,false,2,"""INTERN""",2022,Good company benefit at Nestle,Very stressful working culture especially at Nestle Batu Tiga Factory,null,0,0,[],"""eng"""
67870989,"""High pay""",2022-08-13T05:50:34.417,5,"""APPROVE""","""POSITIVE""",5,5,5,5,"""POSITIVE""",5,5,true,1,"""INTERN""",null,High pay. Good working environment and work culture,"Fast pace, stress and might need OT",null,0,0,[],"""eng"""
67862088,"""Great Company""",2022-08-12T18:47:49.113,4,"""APPROVE""","""POSITIVE""",4,4,4,4,"""POSITIVE""",4,4,true,6,"""REGULAR""",null,As a global company there are some many possibilities to relocate.,Lots of turnover and upper management shifts,"""Na""",0,0,[],"""eng"""
67836742,"""Good overall""",2022-08-12T03:56:25.377,5,null,null,0,0,0,0,null,0,0,false,0,"""REGULAR""",2020,nice package\\nGood working athomsphere\\nsafe job\\neasy access with metro,location not convenient\\nsalaries could be higher,null,0,0,[],"""eng"""
67834521,"""Fantastic Company""",2022-08-12T02:17:55.807,5,"""APPROVE""","""POSITIVE""",5,5,5,5,"""POSITIVE""",5,5,true,0,"""REGULAR""",null,Good Culture\\nSolid Development Opportunities\\nGlobal\\nGreat Benefits\\nFantastic Team\\nSocial Responsibility\\nWork From Home,Average Pay\\nCan have periods of long hours,null,0,0,[],"""eng"""
67804224,"""Data""",2022-08-11T08:16:30.053,4,"""DISAPPROVE""","""POSITIVE""",4,3,4,4,"""NEGATIVE""",4,4,true,0,"""REGULAR""",null,Good coworker and many food,Mess sever and system and software,null,0,0,[],"""eng"""
67802873,"""Large Corporate""",2022-08-11T07:45:22.837,4,null,null,0,0,0,0,null,0,0,false,0,"""REGULAR""",2021,"remote working flexibility, good benefits,","favouritism occurs, can be slow paced",null,0,0,[],"""eng"""
67798618,"""amazing company""",2022-08-11T05:57:25.897,5,null,null,0,0,0,0,null,0,0,true,0,"""REGULAR""",null,flex at work is very good,career plan and progression not clear,null,0,0,[],"""eng"""
67797741,"""Excellent Employer""",2022-08-11T05:30:34.067,5,"""DISAPPROVE""","""POSITIVE""",1,5,1,5,"""POSITIVE""",5,5,false,2,"""PART_TIME""",2018,"Dynamic culture, communal environment, handwork gets recognized, good pay, fast promotions.","Restructures, likability bias, work life balance",null,0,0,[],"""eng"""
67793087,"""Intern review 2022""",2022-08-11T02:25:55.387,5,null,null,0,0,0,0,null,0,0,false,1,"""INTERN""",2022,Fun environment. Lots to learn and do.,No cons for me from the time I was there,null,0,0,[],"""eng"""
67788914,"""meh""",2022-08-10T23:08:09.787,3,"""NO_OPINION""","""NEGATIVE""",1,2,3,1,"""NEGATIVE""",3,4,false,2,"""REGULAR""",2018,discounted products\\ngood salary\\njob security,stress\\noverwork\\nbad retirement plan,"""treat employees better""",0,0,[],"""eng"""
67779859,"""Health Administrative Officer""",2022-08-10T16:55:29.813,5,"""APPROVE""","""POSITIVE""",5,3,4,4,"""POSITIVE""",5,4,false,1,"""PART_TIME""",2018,"Good environment to learn, grow and build a great career",None\\nNone\\nNone\\nNone\\nNone,"""Change some contractors""",0,0,[],"""eng"""
67775936,"""Full time""",2022-08-10T14:46:26.357,4,"""APPROVE""","""POSITIVE""",3,3,4,2,"""POSITIVE""",5,5,false,9,"""REGULAR""",2018,Good brand in the world,Famous brand in the world,"""Carry on the same thing and sale the same as from the day first""",0,0,[],"""eng"""
67759767,"""Good compensation""",2022-08-10T08:20:40.827,4,null,null,0,0,0,0,null,0,0,true,0,"""REGULAR""",null,Good salary and benefits package for staff,Too big and many cross function work,null,0,0,[],"""eng"""
67756728,"""Great place to work""",2022-08-10T07:14:18.563,5,"""APPROVE""","""POSITIVE""",4,5,4,4,"""POSITIVE""",2,4,false,0,"""REGULAR""",2022,Pay rate is very good,Needs more room for advancement,null,0,0,[],"""eng"""
67747553,"""Awful""",2022-08-10T02:29:41.443,2,null,null,0,0,0,0,null,0,0,true,0,"""REGULAR""",null,Flexibility and a great team to work with,Managers and supervisores can be intolerant and harsh,null,0,0,[],"""eng"""
67732518,"""An average company""",2022-08-09T16:30:48.810,3,null,null,4,3,4,2,"""POSITIVE""",3,4,false,6,"""REGULAR""",2018,"If you are ok with working for what was seen as a multinational company, Nestlé is a good organisation. You have good benefits, and you can even bring your dog to work.","You’re just a number. You don’t get to know everything, you’re not involved in the strategy of the department or in the decision making processes and there is a formal (a little dated) hierarchy and way of working.",null,0,0,[],"""eng"""
67729425,"""Superb company""",2022-08-09T14:51:03.967,5,null,"""POSITIVE""",5,5,5,5,"""POSITIVE""",5,5,false,0,"""REGULAR""",2022,"Everything is perfect with Nestle. Amazing people, Amazing Leaders with immense learning opportunities.","Nothing, No Cons.\\nIt\'s simply an awesome organization.",null,0,0,[],"""eng"""
67716660,"""Summer Trainee at Nestlé""",2022-08-09T09:44:43.543,4,null,null,5,5,5,5,null,4,5,true,1,"""INTERN""",null,"Everyone is warm and welcoming, and the working conditions are really good.",As my internship is happening in the summer I can\'t sense the real feel of what the office is during the year.,null,0,0,[],"""eng"""
67703573,"""Good regional and global exposure""",2022-08-09T04:33:02.053,4,"""APPROVE""","""POSITIVE""",3,4,4,4,"""POSITIVE""",3,4,false,0,"""REGULAR""",2021,"Good Benefits, Competitive Salary, Excellent Brands, CSR","Hectic Work Schedule, Office Politics",null,0,0,[],"""eng"""
67700929,"""Loved the Culture, salary needed so work""",2022-08-09T03:05:41.563,4,"""APPROVE""","""POSITIVE""",5,5,5,4,"""POSITIVE""",4,4,false,6,"""REGULAR""",2022,"Great company, great benefits. Flexible approach to Work Life Balance. Development opportunities.",Salary started low by comparison to previous roles. Limited ability to negotiate. Made to feel guilty when approached the subject.,"""More accurately review the market salaries for roles.""",0,0,[],"""eng"""
67693960,"""Nutrition Officer Trainee""",2022-08-08T22:29:33.093,5,"""APPROVE""","""POSITIVE""",5,5,5,5,"""POSITIVE""",5,5,true,1,"""REGULAR""",null,"Good work culture, good salary, good opportunity",No cons as such observed,"""NA""",0,0,[],"""eng"""
67688048,"""Redundancy""",2022-08-08T18:27:20.300,1,"""DISAPPROVE""","""NEGATIVE""",1,1,1,1,"""NEGATIVE""",1,1,true,20,"""REGULAR""",null,The pay and bonus are good,Closing the factory in order to cut costs and stream line the business and save money. Once consultation went through. Back tracked on previous statements.,"""....""",0,0,[],"""eng"""
67657773,"""Nestle""",2022-08-08T04:49:56.067,2,null,"""POSITIVE""",3,2,4,3,"""POSITIVE""",3,3,false,0,"""REGULAR""",2022,Good environment\\ngood salary\\ngood boss\\nbonus\\ncolleagues\\nin general is a nice company to work with,"work-life balance\\nover hours\\nrigid career\\nAs always, every company has some problem managing the stress of the emplooyes",null,0,0,[],"""eng"""
67654297,"""Great environment""",2022-08-08T02:37:44.007,5,"""APPROVE""","""POSITIVE""",5,5,4,5,"""POSITIVE""",4,3,false,0,"""INTERN""",2022,Working culture is good. Managers are willing to guide and teach. Need to be fast to adapt.,HR can be a bit slow to reply.,null,0,0,[],"""eng"""
67654381,"""Making a real difference""",2022-08-08T02:35:24.323,5,"""APPROVE""","""POSITIVE""",4,4,4,4,"""POSITIVE""",5,4,true,2,"""REGULAR""",null,"Great team, progressive and innovative, opportunities are endless","Need to be passionate, and willing to work hard","""Continue looking after the people and continue to prioritise work life balance""",0,0,[],"""eng"""
67651384,"""Great company and benefits""",2022-08-08T00:34:30.337,5,"""APPROVE""","""POSITIVE""",4,4,4,4,"""POSITIVE""",4,5,true,4,"""REGULAR""",null,They care about their employee benefits!,So far all good for the company,null,0,0,[],"""eng"""
67642326,"""A good company and good people""",2022-08-07T16:28:38.430,4,"""APPROVE""","""NEUTRAL""",5,4,3,4,"""NEGATIVE""",4,2,true,4,"""REGULAR""",null,Good for fresh grads\\nGood for business people more,Bad for tech guys\\nBad salaries,null,0,0,[],"""eng"""
67636768,"""Great place""",2022-08-07T11:25:24.960,5,null,"""POSITIVE""",3,3,3,3,"""POSITIVE""",3,3,false,9,"""REGULAR""",2022,"When you join Nestlé, you join a collaborative, agile working environment that stretches your thinking and encourages innovation and an entrepreneurial spirit. You also become part of a Nestlé culture that is rooted in respect, empowered to experiment and to learn from failure.","For me, there was no downside working with Nestlé Nigeria","""Nestleé Nigeria should make more effort in research on market development strategy in Africa.""",0,0,[],"""eng"""
67622701,"""Meh""",2022-08-06T19:16:36.753,2,"""DISAPPROVE""","""NEGATIVE""",2,1,2,1,"""NEGATIVE""",0,3,false,1,"""REGULAR""",2018,"Decent benefits, had good coworkers","Horrible company values, treat you poorly","""Value your employees more""",0,0,[],"""eng"""
67621045,"""Operations""",2022-08-06T17:08:31.080,5,null,null,0,0,0,0,null,0,0,true,0,"""INTERN""",null,Career progression is quite good,None that I can think of,null,0,0,[],"""eng"""
67616791,"""Good Food, Good Life""",2022-08-06T12:25:57.623,5,"""APPROVE""",null,4,5,5,5,"""POSITIVE""",5,5,true,4,"""REGULAR""",null,- talented passionate colleagues\\n- lots of room for advancement \\n- globally focused company with opportunities for global mobility\\n- interesting work,- amount of work can get overwhelming at times,null,0,0,[],"""eng"""
67611072,"""Nice company""",2022-08-06T07:18:51.760,5,"""APPROVE""","""POSITIVE""",5,4,5,4,"""POSITIVE""",4,4,false,9,"""REGULAR""",2022,"Great company to work, nice work life balance",Lack of inspiration from some line managers to their direct reports,null,0,0,[],"""eng"""
67608794,"""Grate Opportunity To grow""",2022-08-06T05:13:39.143,5,null,null,0,0,0,0,null,0,0,true,0,"""REGULAR""",null,Working here provide more opportunity to grow,Career movement needs a lot of work,null,0,0,[],"""eng"""
67606715,"""Great Platform to learn and perform""",2022-08-06T02:54:12.037,5,null,null,0,0,0,0,null,0,0,true,0,"""REGULAR""",null,"Many opportunities, steep learning curve, empowerment",High expectations for management trainee,null,0,0,[],"""eng"""
67591491,"""High level""",2022-08-05T12:49:13.823,5,null,null,0,0,0,0,null,0,0,true,0,"""REGULAR""",null,Professional team\\nNice working athmosphere\\nCareer development\\nHelpful co-workers\\nCommunication,Not enough staff\\nToo many people in one room,null,0,0,[],"""eng"""
67585619,"""Good line of career and learning""",2022-08-05T09:48:36.127,5,null,null,0,0,0,0,null,0,0,true,0,"""REGULAR""",null,Good school and good benefits,Sometimes is too much work,null,0,0,[],"""eng"""
67583118,"""Sales Intern""",2022-08-05T08:54:02.400,3,null,null,3,2,4,4,null,3,3,false,1,"""INTERN""",2021,- Lots to learn\\r\\n- High quality of work and projects are given,- poor employee benefits for sales team,null,0,0,[],"""eng"""
67582041,"""Terrible company""",2022-08-05T08:29:25.943,1,"""DISAPPROVE""","""NEGATIVE""",2,2,1,2,"""NEGATIVE""",2,1,true,9,"""REGULAR""",null,You can learn a lot and meet some good people as well.,"Poor salary\\nTerrible management\\nLot of politics and literally very slimey people there\\nLot of old dinosaurs (ppl who are there for 20+ years) ruling the company with completely rigid views, stuck in past, not a competitive environment anymore\\nWorkload hardly manageable\\nPoorly defined responsibilities\\nArrogant and unproffesional HR AND IT\\nNot an international environment at all - just czechs and slovaks, everything in czech, very different from other multinationals in Prague. I guess bit of communist heritage here?","""Wake up and go out!!! People are not standing in queues anymore to work for you. Nestle Czech reputation is really bad and there are good reasons for it.""",0,0,[],"""eng"""
67576113,"""Review base""",2022-08-05T05:52:07.493,4,null,null,4,4,4,4,null,4,4,true,9,"""REGULAR""",null,Long term career opportunities provided,Low salary\\nHigh pressure \\nManagement style,null,0,0,[],"""eng"""
67575226,"""It’s ok""",2022-08-05T05:22:51.010,4,null,null,0,0,0,0,null,0,0,true,6,"""REGULAR""",null,"Mnc, big company, good benefit","Limited opportunity, ever changing bosses",null,0,0,[],"""eng"""
67565251,"""Very great experience so far""",2022-08-04T22:38:42.563,5,"""APPROVE""","""POSITIVE""",5,5,5,3,"""POSITIVE""",4,5,true,0,"""REGULAR""",null,Employee warfare is too notch,Create more roles for career growtg,"""Respect by Senior can be improved""",0,0,[],"""eng"""
67549337,"""Big school""",2022-08-04T13:19:51.530,4,"""NO_OPINION""","""POSITIVE""",3,3,3,3,"""POSITIVE""",3,3,false,6,"""REGULAR""",2018,"Good people management, good working environment","Overtime, too many things to do without specific added value",null,0,0,[],"""eng"""
67541320,"""salary""",2022-08-04T10:15:11.083,5,"""APPROVE""","""POSITIVE""",5,5,4,4,"""POSITIVE""",5,5,true,1,"""PART_TIME""",null,work only for 8 hours,"nothing bad, work experience very good",null,0,0,[],"""eng"""
67539331,"""Solution architect""",2022-08-04T09:27:18.777,3,null,null,5,5,5,5,null,5,2,true,0,"""REGULAR""",null,- Work life balance\\r\\n- Diversified work culture\\r\\n- Flexible environment,Salary slab needs to be reviewed,null,0,0,[],"""eng"""
67535395,"""not recommend""",2022-08-04T08:03:16.837,2,"""DISAPPROVE""",null,3,2,3,3,"""NEGATIVE""",3,2,true,2,"""INTERN""",null,good experience and you can can good skills,unfortunately salary is not good enough,null,0,0,[],"""eng"""
67527589,"""Very good process""",2022-08-04T04:51:43.070,5,null,null,0,0,0,0,null,0,0,true,1,"""INTERN""",null,"Company pick and drop, other benefits",Very far away from lahore,"""Housing at plantsite""",0,0,[],"""eng"""
67490241,"""Good""",2022-08-03T09:23:50.663,3,null,null,0,0,0,0,null,0,0,false,1,"""INTERN""",2022,"Goods benefits, like the discount in products","many hours seating, not so nice",null,0,0,[],"""eng"""
67486153,"""Environment""",2022-08-03T07:58:54.103,4,"""APPROVE""","""POSITIVE""",4,3,4,5,"""POSITIVE""",4,4,false,2,"""REGULAR""",2021,"Good salary, perks and career plan",Too competitive environment which can unbalance the relationship among members.,"""Keep going to achieve the goals""",0,0,[],"""eng"""
67482438,"""Best job""",2022-08-03T06:43:35.733,5,null,"""POSITIVE""",5,5,5,5,"""POSITIVE""",5,5,false,6,"""REGULAR""",2018,Good food good life and I love it,Nothing bad to say about nestle,"""Please give more free chocolates""",0,0,[],"""eng"""
67478708,"""Global company""",2022-08-03T05:14:55.667,4,"""NO_OPINION""","""NEGATIVE""",4,5,5,3,"""POSITIVE""",3,2,true,0,"""REGULAR""",null,"Global company, work safety, good climate",Low benfits and salary and other things,null,0,0,[],"""eng"""
67473579,"""Great general company but poor culture in the factories""",2022-08-03T02:20:24.620,2,"""NO_OPINION""","""NEUTRAL""",1,2,2,1,"""NEGATIVE""",4,5,false,0,"""REGULAR""",2022,"Global company, extensive training modules, limitless networks available, strong focus on career development","Factory environment is very stressed with no support, very poor engagement, and low mood\\u002Fjob satisfaction from factory workers which isn\'t addressed by management. Strong blame culture. Graduates often pushed down one career path without the opportunity for finding their strengths and developing into a role that suits them",null,0,0,[],"""eng"""
