review_id,post_title,review_datetime,review_overall,rating_ceo,rating_businessoutlook,rating_worklifebalance,rating_culture_values,rating_diversity_inclusion,rating_senior_leadership,rating_recommend_friend,rating_career_opport,rating_compensation_benefits,is_current_job,length_employment,employment_status,job_ending_year,pros,cons,advice,count_helpful,count_nothelpful,employer_reponses,language_id
54679689,"""good employer""",2021-10-29T12:18:45.803,2,null,"""POSITIVE""",4,2,4,3,"""POSITIVE""",3,4,true,2,"""PART_TIME""",null,there are many great aspects,I could not say what it would be,"""none""",0,0,[],"""eng"""
50487051,"""Relaxed but stressful""",2021-07-30T09:28:44.157,4,null,"""NEGATIVE""",4,1,1,3,"""NEGATIVE""",3,4,true,1,"""REGULAR""",null,Lucky If you have a decent manager but otherwise you\'ll be screwed. So pray you get lucky. Manager is generally young and relatable,Work is obnoxious and behind approval from higher ups which ignore you. If you get annoying manager your life will be miserable,"""Train""",0,0,[],"""eng"""
50258141,"""Company review""",2021-07-25T21:40:50.307,3,null,"""POSITIVE""",4,4,4,2,"""POSITIVE""",3,2,true,20,"""REGULAR""",null,Employee friendly company\\r\\nLearning scope learning and development opportunity \\r\\nFacilities like work from home pick and drop \\r\\nFood coupon,Less pay\\r\\nManagEment politics \\r\\nNothing else,null,0,0,[],"""eng"""
49370256,"""pretty okay""",2021-07-06T06:45:41.937,4,null,null,0,0,0,0,null,0,0,true,0,"""REGULAR""",null,good work life balance and friendly people,not much power to go up in roles,null,0,0,[],"""eng"""
46881038,"""Good company""",2021-05-13T03:38:05.433,4,null,null,0,0,0,0,null,0,0,true,0,"""REGULAR""",null,Good environment and working conditions,No cons as of now,null,0,0,[],"""eng"""
45871482,"""Poor working atmosphere""",2021-04-21T19:30:10.547,1,null,"""NEUTRAL""",1,1,1,1,"""NEGATIVE""",2,1,true,0,"""REGULAR""",null,Nice office but far away from the city centre,Lack of resources \\r\\nOvertime work\\r\\nForce to work on holiday\\r\\nSet an unachievable target,null,0,0,[],"""eng"""
43741857,"""Positive""",2021-03-09T15:03:36.400,5,null,"""POSITIVE""",5,5,5,5,"""POSITIVE""",5,5,true,1,"""REGULAR""",null,Rachael is very helpful and ensures we understand everything by calling us daily to provide updates.,No cons associated with work,"""No advice, all positive with Rachael.""",0,0,[],"""eng"""
39028761,"""Managers too inexperienced""",2020-12-03T08:56:28.297,2,null,"""NEGATIVE""",1,2,4,1,"""NEGATIVE""",1,1,false,0,"""REGULAR""",2020,Fun Events. Nothing else to say,"Managers too young, have no idea what they’re doing",null,0,0,[],"""eng"""
32643307,"""Worst company""",2020-04-07T15:38:26.693,1,null,"""NEGATIVE""",1,1,0,1,"""NEGATIVE""",1,1,false,0,"""PART_TIME""",2019,None. This company is a scam and a joke.,Never work with them!!! They are so fake.,"""Stop being fake people you all""",0,0,[],"""eng"""
30359090,"""Production QA""",2019-11-13T08:53:04.830,3,null,"""NEUTRAL""",3,1,0,2,"""NEGATIVE""",3,1,true,2,"""REGULAR""",null,competative pay\\r\\nair con office\\r\\ngood technical team,company does not care for anyone lower than manager,"""treat production staff better""",1,0,[],"""eng"""
17364723,"""Awesome""",2017-10-15T14:06:21.380,3,null,null,0,0,0,0,null,0,0,false,0,"""REGULAR""",2015,"Got ripped, got paid so much",None cons are needed dc,"""Well done""",0,0,[],"""eng"""
15155773,"""Great opportunities""",2017-05-22T02:02:15.707,4,null,"""POSITIVE""",3,5,0,2,"""POSITIVE""",5,3,true,0,"""REGULAR""",null,- Opportunities of evolution\\r\\n- Lots of learnings\\r\\n- The company is evolving fast,- Inequality of salary\\r\\n- Long hours\\r\\n- Pressure,"""More  respect of foreigners abilities. A foreigner isn\'t necessarily worth less than a British""",1,0,[],"""eng"""
13244261,"""A Sad place to work""",2017-01-09T07:38:20.703,1,null,"""NEGATIVE""",3,1,0,1,"""NEGATIVE""",1,0,true,0,"""REGULAR""",null,it gets me out from home,"Management, HR, Staff, actual work,","""treat people with more respect, put people in positions of management that can actually do it, not becuse they are young and pretty, HR get your act together""",0,0,[],"""eng"""
12308548,"""the Myprotein Life""",2016-10-14T02:49:32.857,5,null,"""POSITIVE""",4,5,0,5,"""POSITIVE""",5,3,true,2,"""REGULAR""",null,"The company ethos, support and opportunity to progress. While it is challenging and hard work at times there is always someone to support you in your roll. At the moment we are about to move into a state of the art facility and the company is continually improving and growing.",There are not many cons unless your looking for an easy life but if your up for the challenge it could be for you.,null,0,0,[],"""eng"""
9906593,"""poor customers service""",2016-03-14T03:50:45.383,2,null,"""NEUTRAL""",3,2,0,1,"""NEGATIVE""",2,3,false,0,null,2015,"disscounts for products, good atmosphere at job","very poor level of Customers Service, they don`t care about company reputation, complicated and wrong organised work system.","""start listening lower level managers and analise they ideas""",0,0,[],"""eng"""
